id_discussion,title,link,score,answer_count,view_count,creation_date,tags
27486397,BPMN Engine for NodeJS similar to Activiti or jBPM,https://stackoverflow.com/questions/27486397/bpmn-engine-for-nodejs-similar-to-activiti-or-jbpm,18,2,33921,2014-12-15 09:34:33,"javascript, node.js, sails.js, activiti, bpmn"
64766625,Explicitly joining a JTA transaction requires a JTA transaction issue with jBPM 7 and Spring Boot,https://stackoverflow.com/questions/64766625/explicitly-joining-a-jta-transaction-requires-a-jta-transaction-issue-with-jbpm,0,0,724,2020-11-10 04:57:21,"spring-boot, jbpm, kie-server, narayana"
70170722,Drools - Send input data to business process (JBPM) via REST,https://stackoverflow.com/questions/70170722/drools-send-input-data-to-business-process-jbpm-via-rest,0,0,382,2021-11-30 09:08:42,"jboss, drools, jbpm, drools-guvnor, drools-flow"
62540912,JBPM - WorkItemNode cannot be cast to org.jbpm.workflow.core.node.HumanTaskNode,https://stackoverflow.com/questions/62540912/jbpm-workitemnode-cannot-be-cast-to-org-jbpm-workflow-core-node-humantasknode,3,1,943,2020-06-23 12:54:41,"java, jbpm"
44337467,Setting up basic jBPM project without external repository,https://stackoverflow.com/questions/44337467/setting-up-basic-jbpm-project-without-external-repository,0,1,143,2017-06-02 16:09:03,"eclipse, maven, pom.xml, jbpm"
21771225,Jboss server error : Failed to start service jboss.deployment.unit.&quot;jbpm-console.war&quot;,https://stackoverflow.com/questions/21771225/jboss-server-error-failed-to-start-service-jboss-deployment-unit-jbpm-console,20,7,135861,2014-02-14 00:02:55,"java, jboss, jboss7.x, jbpm"
69442466,JBPM 7.44 Task with correct owner returns &quot;no current match&quot;,https://stackoverflow.com/questions/69442466/jbpm-7-44-task-with-correct-owner-returns-no-current-match,0,2,101,2021-10-04 16:14:27,jbpm
69500906,Hibernate &quot;String or binary data would be truncated&quot; exception on JBPM process variable,https://stackoverflow.com/questions/69500906/hibernate-string-or-binary-data-would-be-truncated-exception-on-jbpm-process-v,0,3,173,2021-10-08 14:30:48,"hibernate, jbpm"
60409715,Convert json rest response to Data Object jBPM (Unable to transform respose to object),https://stackoverflow.com/questions/60409715/convert-json-rest-response-to-data-object-jbpm-unable-to-transform-respose-to-o,0,1,1350,2020-02-26 03:33:57,"java, json, rest, response, jbpm"
50225713,JBPM Deadlines with Multi Instance,https://stackoverflow.com/questions/50225713/jbpm-deadlines-with-multi-instance,1,0,114,2018-05-07 23:10:33,"jbpm, deadlines"
67805428,How to fix this version of the Java Runtime only recognizes class file versions up to 52.0 in jbpm,https://stackoverflow.com/questions/67805428/how-to-fix-this-version-of-the-java-runtime-only-recognizes-class-file-versions,0,2,6529,2021-06-02 07:49:59,"java, wildfly, event-listener, jbpm"
61167585,"Login failed: Not Authorized,Login as Another user Error in Business-Central JBPM",https://stackoverflow.com/questions/61167585/login-failed-not-authorized-login-as-another-user-error-in-business-central-jbp,0,1,2813,2020-04-12 01:16:12,jbpm
60506227,Starting jbpm process with REST API with parameters and document attachment,https://stackoverflow.com/questions/60506227/starting-jbpm-process-with-rest-api-with-parameters-and-document-attachment,0,1,650,2020-03-03 06:26:41,"rest, jboss, wildfly, redhat, jbpm"
66904642,JBPM - The &#39;Processinstacelog&#39; table is showing status as integer instead of text datatype in Psotgres DB,https://stackoverflow.com/questions/66904642/jbpm-the-processinstacelog-table-is-showing-status-as-integer-instead-of-tex,0,1,260,2021-04-01 07:36:47,"postgresql, jbpm, kie-server"
71841770,JBPM on docker with postgres and bytea instead of oid,https://stackoverflow.com/questions/71841770/jbpm-on-docker-with-postgres-and-bytea-instead-of-oid,0,1,196,2022-04-12 06:23:43,"postgresql, jbpm"
71834398,"Transitive dependency problem with JBPM, JBoss and RestEasy?",https://stackoverflow.com/questions/71834398/transitive-dependency-problem-with-jbpm-jboss-and-resteasy,0,1,409,2022-04-11 16:16:21,"java, maven, resteasy, jbpm, jboss-eap-7"
27910474,Terminate process at any step (jbpm),https://stackoverflow.com/questions/27910474/terminate-process-at-any-step-jbpm,1,3,3035,2015-01-12 15:45:33,jbpm
64914002,How to create a user by API or Programmatically in jbpm rhpam BPMN kie-server,https://stackoverflow.com/questions/64914002/how-to-create-a-user-by-api-or-programmatically-in-jbpm-rhpam-bpmn-kie-server,2,2,585,2020-11-19 09:43:09,"java, jbpm, kie, drools-kie-server, kie-server"
68559454,Async Tasks in jBPM with Custom Work Item Handlers,https://stackoverflow.com/questions/68559454/async-tasks-in-jbpm-with-custom-work-item-handlers,1,1,381,2021-07-28 06:20:57,"spring, executorservice, jbpm, kie-server"
46638227,How to get Potential Owner from task summary - JBPM 6.5,https://stackoverflow.com/questions/46638227/how-to-get-potential-owner-from-task-summary-jbpm-6-5,0,1,625,2017-10-08 21:58:22,"task, jbpm, business-process-management, kie-workbench"
71122677,JBPM - Why task instances moved to Exited status?,https://stackoverflow.com/questions/71122677/jbpm-why-task-instances-moved-to-exited-status,0,1,53,2022-02-15 02:42:00,jbpm
70969503,jbpm persist process in file and kieserver,https://stackoverflow.com/questions/70969503/jbpm-persist-process-in-file-and-kieserver,0,1,73,2022-02-03 05:21:00,"java, automation, jbpm, bpmn, kie-server"
70281146,Registering PostUpdateEventListener for Hibernate within JBPM without rebuilding JBPM,https://stackoverflow.com/questions/70281146/registering-postupdateeventlistener-for-hibernate-within-jbpm-without-rebuilding,1,1,116,2021-12-08 15:10:54,"java, hibernate, jbpm, kie"
64847016,Is there a way to get complete tasks from JBPM 7 using its REST API,https://stackoverflow.com/questions/64847016/is-there-a-way-to-get-complete-tasks-from-jbpm-7-using-its-rest-api,0,3,581,2020-11-15 11:40:12,"rest, process, jbpm"
70786019,How to change database from h2 to MySql in JBPM,https://stackoverflow.com/questions/70786019/how-to-change-database-from-h2-to-mysql-in-jbpm,2,1,384,2022-01-20 07:12:38,"mysql, database, configuration, h2, jbpm"
70313317,How to bypass Authentication in Latest JBPM 7.62,https://stackoverflow.com/questions/70313317/how-to-bypass-authentication-in-latest-jbpm-7-62,0,1,468,2021-12-11 02:20:16,"jbpm, business-process-management, kie, drools-kie-server, kie-server"
70289015,jbpm create process using Fluent API？,https://stackoverflow.com/questions/70289015/jbpm-create-process-using-fluent-api,0,1,148,2021-12-09 06:21:03,"drools, jbpm"
70269532,How to call a setter method in the Data Assignments I/O in a jbpm task?,https://stackoverflow.com/questions/70269532/how-to-call-a-setter-method-in-the-data-assignments-i-o-in-a-jbpm-task,1,1,198,2021-12-07 22:20:56,"java, jbpm, bpmn, kie"
70249481,GET Rest API Stuck - Read Timeout Error - JBPM / Kie Server,https://stackoverflow.com/questions/70249481/get-rest-api-stuck-read-timeout-error-jbpm-kie-server,0,1,633,2021-12-06 12:30:19,"java, rest, jbpm, kie-server"
62027214,Embedded JBPM 6.4 TO RHPAM 7.4 Rest api migration,https://stackoverflow.com/questions/62027214/embedded-jbpm-6-4-to-rhpam-7-4-rest-api-migration,0,2,232,2020-05-26 11:44:38,"jboss7.x, jbpm, redhat-bpm"
69903877,jBPM Runtime Strategy and Timer Events,https://stackoverflow.com/questions/69903877/jbpm-runtime-strategy-and-timer-events,0,1,327,2021-11-09 14:21:15,"jbpm, bpmn"
70054144,Import and Export JBPM 7.59 Processes,https://stackoverflow.com/questions/70054144/import-and-export-jbpm-7-59-processes,0,1,220,2021-11-21 06:35:06,"jboss, jbpm, kie, drools-kie-server, kie-server"
70064455,JBPM users and roles disabled for admin user,https://stackoverflow.com/questions/70064455/jbpm-users-and-roles-disabled-for-admin-user,0,1,105,2021-11-22 05:39:55,"jboss, jbpm"
69740547,JBPM project never finishes building,https://stackoverflow.com/questions/69740547/jbpm-project-never-finishes-building,0,1,160,2021-10-27 09:29:55,jbpm
69593311,JBPM Transaction timeout - completed with multiple threads in progress,https://stackoverflow.com/questions/69593311/jbpm-transaction-timeout-completed-with-multiple-threads-in-progress,0,0,580,2021-10-16 01:39:59,"spring, jbpm, redhat-bpm"
69682641,JBPM Rest payload with float value,https://stackoverflow.com/questions/69682641/jbpm-rest-payload-with-float-value,0,1,85,2021-10-22 15:16:26,"api, rest, jbpm"
69637907,Installing maven dependencies for JBPM casefile services,https://stackoverflow.com/questions/69637907/installing-maven-dependencies-for-jbpm-casefile-services,0,1,51,2021-10-19 16:35:42,"maven, jbpm"
60568782,JBPM : problem with transitive dependencies of custom work item handler,https://stackoverflow.com/questions/60568782/jbpm-problem-with-transitive-dependencies-of-custom-work-item-handler,5,2,347,2020-03-06 12:19:17,jbpm
69501039,JBPM Business Central Admin icon (Gear Icon) not shown - JBPM 7.56.0,https://stackoverflow.com/questions/69501039/jbpm-business-central-admin-icon-gear-icon-not-shown-jbpm-7-56-0,0,0,37,2021-10-08 14:46:33,"authentication, authorization, admin, jbpm, kie-workbench"
